Par_URL_offre|Code_ogr|Par_ref_offre|Description|Par_cle|Par_nom|Off_experience_duree_min|Exp_cle|Exp_libelle|Dur_cle_experience|NTC_cle|TCO_cle|Off_contrat_duree_MO|Pay_cle|Off_date_creation|Off_date_modification
https://place-emploi-public.gouv.fr/offre-emploi/chargee-de-projets-identites-numeriques-et-des-services-informatiques-reference-2021-529263|15321|529263|Sous l’autorité du Directeur des Systèmes d’Information et de son responsable du service, la personne recrutée se verra confier la conduite des projets autour du Référentiel Identité, son cycle de vie (de l’expression des nouveaux besoins aux nouvelles versions ou solutions) ainsi que la gestion des services au Campus en lien avec la gestion des identités :\nAnnuaire de comptes et de groupes OpenLdap, via l’interface de gestion de Fusion Directory ;\nAuthentification unique, via l’interface de gestion de LemonLDAP::NG ;\nPortail des services et de gestion des tickets\nGestion et planification des ressources et des activités via ADE Campus,\nGestion des cartes multi-services via Unicampus et Monecarte,\nSolution de partage de documents Campus (Drive Seafile) ;\nMessagerie instantanée de l’établissement (Rocket Chat)\nAutres outils collaboratifs en construction (forums, etc.\nDès sa prise de poste, elle pilotera les projets dans tout leur cycle de vie ainsi que la MCO des services et/ou processus en lien avec l’authentification unique via les identités numériques et le référentiel d’identité. \nL’ensemble de ces services est fortement connecté au référentiel d’identités (LDAP / SSO), ce qui requiert une gestion centralisée et particulièrement méticuleuse des identités, des groupes, des autorisations et des accès.\nDans le cadre de ses missions, pour tous ces services, la personne recrutée assurera aussi l’assistance fonctionnelle, la formation et l'accompagnement des utilisateurs, le suivi des prestataires ainsi que le développement et le maintien de la documentation.\nElle assurera un support de niveau 2 sur l’ensemble de ce périmètre via un outil de ticketing (GLPI).\nElle sera aussi force de proposition pour le développement de nouveaux services collaboratifs et leur intégration dans le portail de services du Campus.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/responsable-du-service-economique-et-logistique-hf-reference-2021-529331|19112|529331|Sous l'autorité du directeur du CHSE, le responsable du service économique et logistique organise, pilote, coordonne et contrôle au quotidien la gestion des flux et stocks physiques de matières, marchandises et produits et transports non sanitaires des personnes en encadrant les équipes d'exploitation logistiques, dans le respect des procédures QHSE. Ses missions intègrent les aspects liés au confort du patient et à l'état général de l'environnement. Il est partie prenante de la gestion des crises et fait preuve d'agilité dans l'adaptation des organisations. Il gère les secteurs suivants : Achats/Approvisionnement/Transports/Restauration/Lingerie.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/technicien-de-soutien-informatique-superieur-hf-reference-2021-529785|10715|529785|Assurer l’installation des matériels standard\nProcéder sur les matériels concernés, aux opérations prévues avant installation\nAssurer la réception des incidents\nParticiper, selon ses prérogatives, à la résolution des incidents, réaliser le suivi des incidents afin d’entretenir le référentiel des connaissances\nDiffuser l’information d’alerte aux utilisateurs sur les dysfonctionnements connus ou prévus\nRéaliser des fiches techniques\nSurveiller des travaux d’installation de matériels informatiques exécutés dans le cadre de marchés passés à des entreprises, le cas échéant\nAssurer la gestion du parc informatique de l'unité|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/chef-de-bureau-service-diper-au-sein-de-la-dsden-de-l-essonne-reference-2021-529790|18942|529790|Le Chef de bureau de la DIPER 1, gestion administrative, a les activités principales suivantes :\n-       Gestion individuelle administrative des enseignants titulaires (effectif 9000) à savoir : congés, disponibilité, temps partiels, congés de formation, cumuls d’activités, cas disciplinaires, élections professionnelles\n-       Actes de gestion collective (6 campagnes d’avancement d’échelon et de grades, listes d’aptitude, mouvement complémentaire par ineat/exeat ou détachement)\n-       Organisation des commissions administratives paritaires départementales (calendriers, documents de travail° plénières ou restreintes (dont les disciplinaires) et participation aux GT et aux conseils d’IEN|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/technicien-big-data-hf-reference-2021-529802|38975|529802|Participer à la mise à disposition du service aux métiers et assurer un support technicofonctionnel auprès des usagers.\nParticiper au maintien en condition opérationnel et l’évolution des plateformes.\nSuivre et participer aux montées de version et aux tests de non-régression des plateformes.\nParticiper à des études d’architectures dans le domaine du BIG DATA.\nParticiper la réalisation des projets DATA pris en charge par le service.\nParticiper à la mise en place de chaine de traitement et d’analyse de traitement.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/technicien-big-data-hf-reference-2021-529823|38975|529823|Participer à la mise à disposition du service aux métiers et assurer un support technicofonctionnel auprès des usagers.\nParticiper au maintien en condition opérationnel et à l’évolution des plateformes.\nSuivre et participer aux montées de version et aux tests de non-régression des plateformes.\nParticiper à des études d’architectures dans le domaine du BIG DATA.\nParticiper la réalisation des projets DATA pris en charge par le\nservice.\nParticiper à la mise en place de chaine de traitement et\nd’analyse de traitement.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/chef-de-section-alliance-si-hf-reference-2021-529825|14951|529825|Correspondant ALLIANCE\nVeiller à la cohérence du système\nAssister et conseiller les utilisateurs\nIntervenir au premier niveau lors d’un dysfonctionnement, alerter et solliciter les ressources nécessaires\nContribuer à la formation\nParticipation éventuelle à divers groupes de travail|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/expert-en-architecture-applicative-hf-reference-2021-529826|11130|529826|Conseiller la gouvernance et les projets en appuyant les travaux du sous-comité de cohérence des architectures.\nAssurer le suivi des demandes qui lui sont soumises, de ses activités et le contrôle de la mise en œuvre de ses avis ou recommandations.\nParticiper aux études sur les architectures de SI, sur les outils de développement et technologies logicielles.\nCeci en appui de la DGNUM et des organismes en charge des systèmes d’informations.\nAnalyser et vérifier les impacts techniques des architectures proposées pour les nouveaux SI et leur cohérence.\nCeci par rapport au Cadre de Cohérence Technique du SI MinArm.\nContribuer aux diagnostics menés sur des SI du MinArm et être en mesure d’apporter des préconisations sur les non conformités et dysfonctionnements.\nEn appui de la transformation numérique, assurer une veille technologique informatique afin d’identifier et d’appréhender les solutions innovantes.\nContribuer à la mise à jour des documents de référence, dont le Cadre de Cohérence Technique.\nConnaître les technologies et l’outillage liés à l’architecture\norientée services.\nContribuer aux groupes de travaux, y compris au niveau\ninterministériel.\nContribuer à la maitrise du patrimoine applicatif. Connaître l’état de l’art en matière de génie logiciel.\nRéaliser des études, fiches et présentations sur les solutions émergentes, en analyser les impacts.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/menuisier-a-la-section-confection-bois---esme-hf-reference-2021-529837|19827|529837|L’Escadron de soutien des matériels d’environnement 2B.105 (ESME) supporté par la Base aérienne 105, est placé sous l’autorité du Commandement des Forces Aériennes (CFA).\nSon périmètre d’activité est centré sur le Maintien en Condition Opérationnelle (MCO) des matériels d’environnement nécessaires au fonctionnement des unités opérationnelles présentes sur l’emprise de la Base aérienne 105.\nLa menuiserie de l’ESME assure l’approvisionnement en matières nécessaires à la production des confections demandées et priorisées par le chef de la Division Appui ainsi que leurs réalisations.\nL’agent est également chargé de contrôler le bon fonctionnement des moyens mis à sa disposition, de l’entretien de ces moyens et de leur maintenance préventive.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/technicien-de-zone-d-observation-du-pole-d-observation-d-orly--reference-2021-529848|19827|529848|Sous l'autorité du Responsable de Zone d’Observation, et dans le cadre de son pôle d’observation de rattachement , le technicien de zone d’observation est chargé de :\n- participer à l'élaboration de dossiers d'infrastructure (électriques, télécoms, génie civil) nécessaires aux systèmes d'observation;\n- installer, désinstaller, mettre en service et suivre le fonctionnement des systèmes d'observation et de leurs équipements rattachés;\n- assurer la maintenance préventive et corrective de ces systèmes;\n- participer à la mise à jour des référentiels de métadonnées d’observation ( installation, maintenance, gestion de réseau)\n- suivre les plans d'installation et l'inventaire des matériels et logiciels de son domaine;\n- s’assurer de la qualité des sites d’observation;\n- participer à la surveillance de la conformité de la production d’observation.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/technicien-de-zone-d-observation-du-pole-d-observation-de-roissy--reference-2021-529849|19827|529849|Sous l'autorité du Responsable de Zone d’Observation, et dans le cadre de son pôle d’observation de rattachement , le technicien de zone d’observation est chargé de :\n- participer à l'élaboration de dossiers d'infrastructure (électriques, télécoms, génie civil) nécessaires aux systèmes d'observation;\n- installer, désinstaller, mettre en service et suivre le fonctionnement des systèmes d'observation et de leurs équipements rattachés;\n- assurer la maintenance préventive et corrective de ces systèmes;\n- participer à la mise à jour des référentiels de métadonnées d’observation ( installation, maintenance, gestion de réseau )\n- suivre les plans d'installation et l'inventaire des matériels et logiciels de son domaine;\n- s’assurer de la qualité des sites d’observation;\n- participer à la surveillance de la conformité de la production d’observation.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/chef-de-pole-source-web-hf-reference-2021-529858|18942|529858|Sous la responsabilité du chef du bureau conduite des projets SI et de son adjoint, le chef de projet anime et coordonne les activités d'une équipe constitué de personnels civils et militaires. Il assure la conduite du projet, qui comprend notamment un volet contractuel et budgétaire. Il est appuyé du pôle technique sur les sujets techniques. Il assure la conduite du projet et rend compte de l'état d'avancement de son développement.\n\nActivités principales :\n- Organiser, coordonner et animer l'activité du pôle Source WEB\n- Encadrer et former les personnels du pôle technique\n- Piloter le projet, dont son suivi contractuel et budgétaire\n- Rédiger tout document utile à la conduite du projet, dont les synthèses utiles aux instances de gouvernance\n- Mener des actions de communication et de conduite du changement\n\nActivités annexes :\n- Communiquer, rendre compte de l'avancée du projet\n- Identifier les risques du projet|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/administrateur-des-systemes-d-information-hf-reference-2021-529872|10715|529872|L’administrateur des systèmes d'information est le garant du bon\nfonctionnement des systèmes déployés.\n\nActivités attachées au poste\nPrincipales \nMise en oeuvre, administration et maintenance des serveurs déployés au sein de l’organisme.\nGestion des incidents.\nSupervision des systèmes d’information et analyse des performances.\nConception et élaboration d’architectures répondant aux besoins des projets.\nAssurer la configuration, l'administration et la sauvegarde des systèmes.\nAnnexes\nDocumentation des processus\n|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/chargee-des-infrastructures-techniques-reference-2021-529929|11130|529929|Sous l’autorité du responsable technique de l’agence :\n- Produire et assurer la qualité des infrastructures techniques, en termes de conception, développement, maintenance et exploitation des systèmes d’informations et applications de l’agence\n- Produire et assurer la qualité de l’hébergement, de la collecte et de la distribution des données liées aux systèmes d’information et de commandement des services d’incendie et de secours et de la sécurité civile\n\n\nAu titre de la conception et du déploiement des infrastructures :\n- Recenser et répondre aux besoins propres de l’agence et de ses partenaires, relativement aux services d’infrastructure (y compris Cloud) en s’appuyant sur ses fournisseurs, tels que la Direction des Systèmes d’Informations et de Communication (DSIC) du Ministère de l’Intérieur\n- Fournir aux équipes (internes et externes) de l’agence les pré-requis, les instructions et les environnements nécessaires aux développements, aux tests, à l’intégration et à la mise en production des systèmes d'informations et applications de l'agence\n- Installer les infrastructures matérielles et logicielles nécessaires et mettre en place des tests techniques, conjointement avec les équipes de développement de l’agence, les équipes d’exploitation (du Cloud en particulier) et les utilisateurs testeurs\n- Mettre en place les solutions d’hébergement et d’administration adaptées au déploiement industriel des solutions de l’agence et assurer une adaptation continue en fonction de l’activité tout en maintenant un coût global de fonctionnement optimisé\n\n\nAu titre de la qualité de service et de sécurisation des infrastructures :\n- Mettre en œuvre et assurer l’engagement de qualité de service (QoS) de l’infrastructure supportant les solutions de l’agence envers les bénéficiaires (concepteurs, développeurs, testeurs, utilisateurs...)\n- Mettre en œuvre et assurer la sécurisation des infrastructures supportant les services de l’agence selon les bonnes pratiques en vigueur (plan de secours technique, plan de continuité et de reprise d’activité, solutions de résilience et de haute performance avec des infrastructures redondées,…)\n- Mettre en œuvre et assurer le support des infrastructures hébergeant les systèmes et applications, dès leur utilisation au sein de l’agence et par ses partenaires\n- Prendre en charge la résolution des incidents et l’amélioration continue des infrastructures\n- Produire et assurer le suivi quotidien de tableau de bord avec indicateurs de qualité de l’exploitation et du bon fonctionnement des infrastructures utilisées par l’agence et ses partenaires\n\n\nAutres activités :\n- Produire et assurer le suivi des prestations d’infrastructures associées aux conventions de services techniques signées avec les partenaires de l’agence, notamment auprès de la DSIC\n- Rédiger la documentation nécessaire à la pérennité des infrastructures, à l'usage par les équipes de l’agence et ses partenaires, notamment les équipes en charge de l'expl|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
https://place-emploi-public.gouv.fr/offre-emploi/chargee-de-la-formation-des-applicatifs-metier-reference-2021-529930|18706|529930|Sous l’autorité du responsable du pôle de l’offre de service et des partenariats de l’agence, en lien étroit avec le pôle fonctionnel, le(la) titulaire du poste aura à :\n- Piloter et animer l’ingénierie de formation, en lien avec les assistances en pilotage et en déploiement\n- Veiller à la réalisation des divers supports en partenariats avec le réseau des autres formateurs concernés par le projet NexSIS 18-112,  le pôle fonctionnel et les prestataires en assistance\n- Assurer la création et le maintien en condition de la plateforme d’enseignement à distance\n- Créer et animer le réseau des formateurs de NexSIS 18-112 et évaluer le modèle de formation\n- Développer les partenariats interministériels et/ou inter-fonction publiques et avec le secteur privé\n- Veiller à la montée en compétences des SIS dans le paramétrage et l’utilisation de NexSIS 18-112\n- Mettre en œuvre des méthodes et outils pédagogiques adaptés aux publics de la formation professionnelle et de l’apprentissage, du domaine de la sécurité civile et des sapeurs-pompiers\n- Participer au suivi des évolutions de NexSIS 18-112, par les échanges entres les équipes des SI et du pôle fonctionnel, voire en collaborant à  leur conception en amont\n- Partager un lien étroit avec les chefs de pôle fonctionnel et offre de service quant  à l’organisation de la chaîne  de formation des utilisateurs et formateurs, ainsi que des paramétrages métiers\n- Contribuer à la définition et à l’amélioration des activités de déploiement et de conduite de changement.\n- Assurer le pilotage et participer à la formation des instructeurs au paramétrage fonctionnel, à la mise en œuvre et à la bonne maîtrise de NexSIS 18-112, ainsi qu’à la formation des formateurs à la mise en œuvre du système\n- Organiser la validation des processus de formation continue et la mise à jour des besoins d’actualisation|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
