Par_URL_offre|Code_OGR|Par_ref_offre|Description|Libelle_metier_OGR|DEP_libelle|DEP_cle|Par_cle|Par_nom|Off_experience_duree_min|Exp_cle|Exp_libelle|Dur_cle_experience|NTC_cle|TCO_cle|Off_contrat_duree_MO|Pay_cle|Off_date_creation|Off_date_modification
https://place-emploi-public.gouv.fr/offre-emploi/2020-522371|18739|2020-522371|Missions et activités principales :\nDans le cadre de la politique générale de l’établissement portée par le conseil d’administration et mise en œuvre par le directeur, le (la) secrétaire général(e) est responsable administratif des fonctions de support.\n\nLe (la) secrétaire général(e) est en lien avec le directeur et la directrice des enseignements, de la recherche et de l'international. Elle/il :\n·        pilote la gestion financière et du personnel de l’établissement,\n·        coordonne les activités des services des finances, du personnel, logistique et immobilier, informatique, dans le but d’améliorer le fonctionnement de l’établissement,\n·        en lien avec le directeur et la directrice des enseignements, de la recherche et de l’international, est responsable de l’adéquation entre le projet pédagogique et scientifique et les moyens financiers et immobiliers,\n·        accompagne et participe à la mise en place, au suivi et au respect du calendrier des recrutements du corps enseignant et des administratifs,\n·        gère les procédures de contrôle interne et RGPD.\n.        pilote l’organisation du conseil d’administration ainsi que les instances paritaires CT et CHSCT avec l’appui du secrétariat de direction en assurant un contrôle juridique des documents ;\n-        veille au bon déroulement et au respect des procédures juridiques internes.\n\nLe/la titulaire du poste aura à engager plusieurs chantiers :\n- Organisation du temps de travail et suivi du télétravail en partenariat avec les instances paritaires\n- Mise en place d’un plan de formation du personnel et d’une veille juridique\n- Structuration des procédures administratives dématérialisées, du contrôle interne et du RGPD\n- Développement d’une comptabilité analytique sur la gestion des projets\n- Pilotage des procédures de labellisation (exemple : le label égalité/ diversité, label européen HRS4R)\n\nElle/il élaborera et fera évoluer les outils de pilotage nécessaires au suivi et au contrôle des activités opérationnelles en analysant les indicateurs.\n\nElle/il contribuera au déploiement d’une mission de contrôle interne au sein de l’établissement et proposera des plans d’action relatifs à la maîtrise des risques en collaboration avec  les services.\n\nElle/il fait partie du comité de direction et aura la responsabilité hiérarchique des services finances, du personnel, logistique et immobilier, informatique. Elle/il coordonnera les activités des directions dans une logique d’amélioration des processus.|ATTADM-Secrétaire général-ENSA Normandie(76) H/F|Seine Maritime |76|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2020-527126|18706|2020-527126|\nLe/la responsable de département coordonne, étudie, analyse, pilote et planifie jusqu’à la mise en œuvre les projets qui sont attribués au département. Il/elle anime et encadre les chefs de projets informatiques et les chargés de support applicatif au nombre d’une dizaine de personnes. Les activités principales sont :\n\nEncadrement et animation d’une équipe :\n-       Coordonner et animer le personnel de son département\n-       S’impliquer dans les évolutions de carrière (conduite des entretiens professionnels annuels, gestion des compétences, identification des besoins de formation, suivi des dossiers d'avancement de carrière, etc.)\n-       Suivre les plans de charge de l’équipe\n-       Restituer les résultats à sa hiérarchie en présentant les activités du département de manière régulière\n\nCoordination et pilotage de projet :\n-       Déployer la politique et les stratégies de l’établissement sur les projets du département\n-       Contribuer à l'évaluation des budgets de fonctionnement ou d'investissements de son périmètre de responsabilité en lien avec la gouvernance de la DSI\n-       Piloter le portefeuille des projets du département : gérer et superviser le processus des demandes faites aux chef/fes de projets informatiques (CPI) en s'assurant de la cohérence de la planification tant en matière financière qu’humaine\n-       Établir les marchés publics et suivre leur exécution (planning, livrables, date clés, respect des engagements de services, suivi des consommations, facturations)\n-       Assurer le suivi d'avancement des projets et des maintenances applicatives (suivi des équipes internes ou externes, en termes de délais, de livrables, de ressources et de coûts)\n-       S’assurer de la bonne mise en place de la comitologie des projets en participer aux instances de gouvernance du projet et mettant en place des indicateurs clés pour analyser la performance des phases des projets\n\nMaintenance et suivi applicatif\n-       Veiller à la prise en charge des demandes d’assistance et de maintenance des projets en exploitation\n-       S’assurer de la bonne coordination des actions entre les CPI et les chargés de supports applicatifs du département\n Voir fiche de poste ci-jointe\n\n\n|Responsable de département projets et applications "secrétariat général et transverse"|Vienne |86|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-529848|19827|2021-529848|Sous l'autorité du Responsable de Zone d’Observation, et dans le cadre de son pôle d’observation de rattachement , le technicien de zone d’observation est chargé de :\n- participer à l'élaboration de dossiers d'infrastructure (électriques, télécoms, génie civil) nécessaires aux systèmes d'observation;\n- installer, désinstaller, mettre en service et suivre le fonctionnement des systèmes d'observation et de leurs équipements rattachés;\n- assurer la maintenance préventive et corrective de ces systèmes;\n- participer à la mise à jour des référentiels de métadonnées d’observation ( installation, maintenance, gestion de réseau)\n- suivre les plans d'installation et l'inventaire des matériels et logiciels de son domaine;\n- s’assurer de la qualité des sites d’observation;\n- participer à la surveillance de la conformité de la production d’observation.|Technicien de zone d'observation du pôle d'observation d'Orly |Val de Marne |94|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-532192|18739|2021-532192|Mission:\nLe poste est rattaché au pôle « Etudes et Scolarité » de l’UFR :\n-sous la responsabilité administrative du Responsable Administratif de Composante (N+2) et sous la responsabilité hiérarchique directe du Responsable Scolarité et Etudes (N+1).\nLe poste comporte une fonction d’encadrement d’un agent de catégorie C.\nCoordonner l’organisation des études et sa déclinaison, dans le logiciel de paramétrage et suivi des études, APOGEE, pour les formations de l’UFR LLD, en lien avec la scolarité et les secrétariats pédagogiques des départements de l’UFR et, de l’université.\n\nActivités principales:\nTRAVAIL QUOTIDIEN SUR LE LOGICIEL APOGEE\nCOLLABORATION REGULIERE AVEC LA CELLULE APOGEE DE L’UNIVERSITE\n\nCampagne d’habilitation et modélisation des structures d’enseignement :\n\nElaboration des arborescences de diplômes.\nStructuration des enseignements.\nEnregistrement des rubriques des suppléments au diplôme (ADD) relatives aux mentionset spécialités.\nContrôle des connaissances :\nElaboration des modalités de contrôle des connaissances par diplôme.\nEnregistrement, paramétrage des modalités de collecte des semestres et suivi de cesmodalités pour les éléments pédagogiques.\nLancement des calculs sur les étapes et les diplômes.\nElaboration des règles de calcul des semestres.\nParamétrage des groupes, des IPWeb, et des groupes horaires pour les emplois du temps.\nCharges d’enseignement :\nEnregistrement des données permettant le calcul des charges d’enseignement.\nLiaison avec le secteur RH de l’UFR.\nSuivi des normes définies par le CA en matière de taille de groupe.\nGestion des anomalies pédagogiques et gestion de l’étudiant, corrections sur les années antérieures.\nCorrespondant ENEAD pour paramétrage et pédagogie.\nAccueil et information des étudiants et des enseignants de l’UFR, et notamment coordination des supports d’information sur l’offre de formation (fiches diplômes).|Responsable de l'organisation des études|Paris |75|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-535577|15321|2021-535577|Le/la titulaire du poste est le collaborateur direct du responsable de département Exploitation, en charge du contrôle de conformité au sein de la DCS. A ce titre, il/elle sera appelé(e) à intervenir sur toutes les activités relevant du département.\nIl/elle prend part à toutes les actions de planification, coordination, gestion et suivi des campagnes de contrôles des installations radioélectriques, d’inspections de sites radioélectriques et des travaux d’expertises techniques, confiées aux services régionaux et au centre de contrôle international.\n En fonction des objectifs et des priorités qui lui sont fixés, le/la titulaire du poste :\n -          contribue à la coordination des services régionaux, des antennes ultramarines et du centre de contrôle international en matière de contrôle de conformité, à l’organisation et à l’animation des groupes de travail chargés de l’harmonisation des méthodes de contrôles ;\n-          participe à l’organisation des campagnes de mesure en métropole et outre-mer, des mesures prévues au titre des conventions, des expertises de sites radioélectriques ;\n-          suit les déploiements des nouvelles technologies (notamment la 5G) et les projets innovants dans le cadre des activités de contrôle de conformité ;\n-          prend en compte les évolutions de la réglementation et recueille les souhaits des utilisateurs sur les évolutions et les adaptations des applications informatiques (notamment FCS, Radiomaritime, Amateurs) mises à disposition des services de contrôle ;\n-          fait le lien avec différents services de l’Agence et en particulier avec son service juridique pour le traitement de réclamations voire de contentieux liés à l'application des taxes de non-conformité établies dans le cadre des contrôles ;\n-          assure la consolidation et le suivi des remontées d’information sur les activités de la DCS pour les besoins de la comptabilité analytique de l’Agence.|Coordinateur de contrôles radiofréquences H/F|Val de Marne |94|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-535658|18864|2021-535658|Missions et activités principales :\nLe service juridique comprend 8 agents/es (dont le/la responsable et son adjoint/e).\nSous l’autorité de la cheffe de service, l’agent/e a en charge la passation des concessions et des marchés publics et assume notamment les missions suivantes\n\nCf profil joint|EPMO Juriste – Droit des contrats publics H/F|Paris |75|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-535716|11943|2021-535716|Missions :\n-Etre le référent administratif des Centres Cnam en région (CCR) et à l’étranger pour la gestion de l’offre de formation\n-Etre le référent Offre de formation des partenaires extérieurs (convention de partenariat)\n- Assurer le suivi administratif des conventions CCP – CC\n- Veiller à la bonne application des processus du point de vue réglementaire\n- Informer et orienter dans leurs démarches les interlocuteurs internes et externes\nActivités principales :\n-Référent Offre de formation des CCR :\n-Etre le référent administratif et répondre à toutes les demandes d’information envoyées par un CCR\n-Gérer les emails et demandes reçus des équipes des CCR et apporter une réponse à chaque demande en relation étroite avec la cheffe du pôle Offre de formation\n-Etablir, envoyer et assurer un suivi des attestations de connexion FOD pour les CCR (environ un millier/an)\n-Assurer la gestion des demandes d’inscriptions dérogatoires (récolter l’avis de l’enseignant responsable et de la cheffe du pôle OF, informer le CCR des avis donnés et transmettre au gestionnaire de scolarité pour procéder à l’inscription) ; et en assurer le suivi pour permettre le reversement financier (environ 400 demandes annuelles à traiter)\n-Assurer la communication auprès des Centres Cnam en région : offre de formation semestrielle du CCP et sa mise à jour au fil de l’année, campagne d’inscription, organisation des examens\n-Etablir et mettre à jour un tableau de bord de suivi de ces activités\n- Etre garant du respect des normes qualité en application au Centre Cnam Paris (Certification FCU Veritas)\n-Référent Offre de formation des partenaires extérieurs :\n-Etre le référent pour les demandes d’information du partenaire extérieur\n-Assurer le suivi administratif des conventions de partenariat et de leur renouvellement en lien avec le pôle Gestion Financière\n-Transmettre les données nécessaires pour la facturation en cas de besoin\n-Etablir et mettre à jour un tableau de bord de suivi de ces activités\n-Réceptionner et informer la direction du CCP lorsqu’il y a des demandes de nouveaux partenariats\n\nPlus d'informations en pièce-jointe|Référent.e de l'offre des partenaires extérieures|Paris |75|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-537183|13598|2021-537183|Encadrement (oui ou non) : Oui\nNombre de personnes à encadrer (répartition par catégorie) : 6 agents de catégorie A\nActivités principales (7) :\nLe poste à pourvoir est un poste d’adjoint ou adjointe au chef de la mission des affaires financières (MAFI), en charge plus spécifiquement du pôle budget. \nEn sus d’un rôle général d’appui au chef de mission, dont il ou elle assure l’intérim en cas d’absence, il ou elle est plus directement responsable de l’animation et du pilotage de l’activité du pôle Budget, ce qui consiste à :\n- Encadrer les 6 agents de catégorie A du pôle et animer l’activité du pôle notamment par l’organisation de l’activité au regard des différentes échéances budgétaires ;\n- Proposer et accompagner des réformes de politique publique dans le champ de l’emploi et de la formation professionnelle, au titre des exigences de financement et d’efficience;\n- Améliorer le fonctionnement du pôle par la définition de procédures et le cas échéant l’évolution des portefeuilles des chargés de mission en fonction de la sensibilité politique et budgétaire des sujets ;\n- Suivre l’ensemble des dossiers structurants de la MAFI et des politiques de l’emploi et de la formation professionnelle dans leurs aspects budgétaires et d’ingénierie financière ;\n- Assurer la synthèse budgétaire des programmes et du plan d’investissement dans les compétences relevant de la responsabilité de la DGEFP dans les phases d’élaboration du budget (négociation interministérielle, préparation des dossiers d’arbitrage de la ministre et des débats parlementaires) et de suivi de l’exécution ;\n- Assurer la tutelle de l’Agence de service et de paiement, en lien avec les autres missions de la DGEFP concernées ; \n- Participer à la définition de la stratégie d’allocation des crédits alloués aux Direccte/Dieccte.\nActivités annexes (7) :\nL’adjoint ou adjointe est également amené à organiser les réponses fournies par l’administration dans le cadre de divers travaux d’audit ou de contrôle (IGAS, IGF, Cour des comptes…) ou de rapports parlementaires portant sur la mise en œuvre par la DGEFP du budget de l’emploi et de la formation professionnelle.\nPartenaires institutionnels (8) :\nLes interlocuteurs de la mission sont principalement les autres missions de la DGEFP ainsi que la direction du budget et les services de contrôle budgétaire. Par ailleurs, l’adjointe ou l’adjointe entretient une relation régulière avec les opérateurs dont il/elle a la responsabilité, ainsi qu’avec d’autres départements ministériels.\nSpécificités du poste / Contraintes (9) : pics d’activité à certaines périodes de l’année budgétaire (projet de loi de finances, discussions budgétaires avec la direction du budget et le Cabinet de la ministre).\nExemples de dossiers traités et/ou suivis récemment :\npréparation des négociations interministérielles du PLF 2021 (discussions budgétaires avec la direction du budget, élaboration du dossier de la ministre pour les réunions d’arbitrage etc)|Adjoint ou adjointe du chef de la mission des affaires financières en charge du pôle budget|Paris |75|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-537183|13598|2021-537183|Encadrement (oui ou non) : Oui\nNombre de personnes à encadrer (répartition par catégorie) : 6 agents de catégorie A\nActivités principales (7) :\nLe poste à pourvoir est un poste d’adjoint ou adjointe au chef de la mission des affaires financières (MAFI), en charge plus spécifiquement du pôle budget. \nEn sus d’un rôle général d’appui au chef de mission, dont il ou elle assure l’intérim en cas d’absence, il ou elle est plus directement responsable de l’animation et du pilotage de l’activité du pôle Budget, ce qui consiste à :\n- Encadrer les 6 agents de catégorie A du pôle et animer l’activité du pôle notamment par l’organisation de l’activité au regard des différentes échéances budgétaires ;\n- Proposer et accompagner des réformes de politique publique dans le champ de l’emploi et de la formation professionnelle, au titre des exigences de financement et d’efficience;\n- Améliorer le fonctionnement du pôle par la définition de procédures et le cas échéant l’évolution des portefeuilles des chargés de mission en fonction de la sensibilité politique et budgétaire des sujets ;\n- Suivre l’ensemble des dossiers structurants de la MAFI et des politiques de l’emploi et de la formation professionnelle dans leurs aspects budgétaires et d’ingénierie financière ;\n- Assurer la synthèse budgétaire des programmes et du plan d’investissement dans les compétences relevant de la responsabilité de la DGEFP dans les phases d’élaboration du budget (négociation interministérielle, préparation des dossiers d’arbitrage de la ministre et des débats parlementaires) et de suivi de l’exécution ;\n- Assurer la tutelle de l’Agence de service et de paiement, en lien avec les autres missions de la DGEFP concernées ; \n- Participer à la définition de la stratégie d’allocation des crédits alloués aux Direccte/Dieccte.\nActivités annexes (7) :\nL’adjoint ou adjointe est également amené à organiser les réponses fournies par l’administration dans le cadre de divers travaux d’audit ou de contrôle (IGAS, IGF, Cour des comptes…) ou de rapports parlementaires portant sur la mise en œuvre par la DGEFP du budget de l’emploi et de la formation professionnelle.\nPartenaires institutionnels (8) :\nLes interlocuteurs de la mission sont principalement les autres missions de la DGEFP ainsi que la direction du budget et les services de contrôle budgétaire. Par ailleurs, l’adjointe ou l’adjointe entretient une relation régulière avec les opérateurs dont il/elle a la responsabilité, ainsi qu’avec d’autres départements ministériels.\nSpécificités du poste / Contraintes (9) : pics d’activité à certaines périodes de l’année budgétaire (projet de loi de finances, discussions budgétaires avec la direction du budget et le Cabinet de la ministre).\nExemples de dossiers traités et/ou suivis récemment :\npréparation des négociations interministérielles du PLF 2021 (discussions budgétaires avec la direction du budget, élaboration du dossier de la ministre pour les réunions d’arbitrage etc)|Adjoint ou adjointe du chef de la mission des affaires financières en charge du pôle budget|Paris |75|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-538950|10715|2021-538950|Encadrement (oui ou non) : non\nActivités principales :\n- Prise en compte et analyse des demandes qui nous parviennent par courriel et téléphone\n- Escalade des demandes à l’infogérance\n- Installation des systèmes d’exploitation sur les ordinateurs de la DGS\n- Déploiement des logiciels bureautiques et métiers sur les ordinateurs de la DGS\n- Déploiement des imprimantes multifonctions\n- Conseil, information et formation des utilisateurs\n\nSpécificités du poste / Contraintes : astreintes téléphoniques régulières le soir et le week-end toutes les 3 semaines environ\nRémunération: Selon profil et expérience professionnelle, fourchette de rémunération entre 23 600 et 40 000 €   brut annuel|Chargée / Chargé du support et de l'assistance aux utilisateurs de la DGS et du centre de crise- F/H|Paris |75|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
https://place-emploi-public.gouv.fr/offre-emploi/2021-538950|10715|2021-538950|Encadrement (oui ou non) : non\nActivités principales :\n- Prise en compte et analyse des demandes qui nous parviennent par courriel et téléphone\n- Escalade des demandes à l’infogérance\n- Installation des systèmes d’exploitation sur les ordinateurs de la DGS\n- Déploiement des logiciels bureautiques et métiers sur les ordinateurs de la DGS\n- Déploiement des imprimantes multifonctions\n- Conseil, information et formation des utilisateurs\n\nSpécificités du poste / Contraintes : astreintes téléphoniques régulières le soir et le week-end toutes les 3 semaines environ\nRémunération: Selon profil et expérience professionnelle, fourchette de rémunération entre 23 600 et 40 000 €   brut annuel|Chargée / Chargé du support et de l'assistance aux utilisateurs de la DGS et du centre de crise- F/H|Paris |75|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|13/04/2021|
