Par_ref_offre|Par_URL_offre|Code_ogr|Libelle_metier_OGR|Description|Par_cle|Par_nom|Off_experience_duree_min|Exp_cle|Exp_libelle|Dur_cle_experience|NTC_cle|TCO_cle|Off_contrat_duree_MO|Pay_cle|Off_date_creation|Off_date_modification
531580|https://place-emploi-public.gouv.fr/offre-emploi/responsable-du-service-des-ressources-humaines-reference-2021-528548|18942|Responsable des Ressources Humaines -RRH-|"Sous l’autorité hiérarchique du Secrétaire Général, la ou le responsable du SRH gère une équipe de 8 personnes. \nA ce titre, elle ou il :\n- organise, pilote et contrôle l’activité du service; - organise la veille juridique et l’actualisation des connaissances.\n \nElle ou il assure :\n- des actions d’accompagnement du changement; - la gestion administrative et la paye du personnel rémunéré par l’établissement (160 fonctionnaires, CDI et OPA, 70 CDD);\n- la gestion RH de proximité des élèves fonctionnaires;\n- le suivi des dossiers administratifs et la rémunération des enseignants vacataires;\n- la communication interne sur les sujets RH.\nLa ou le responsable du SRH met en place des outils d’aide au pilotage de la masse salariale et des effectifs et en assure le suivi; organise les recrutements.\nLa ou le responsable du SRH participe au dialogue social.\nElle ou il coordonne la procédure de mise en œuvre du télétravail (référent télétravail)\nElle ou il développe des relations en interne avec les services et personnels de l’école, les élèves fonctionnaires, en externe avec les services du Ministère, les établissements publics (UGE, CEREMA, UdL, ….), le SGAR AuRA, …"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
531582|https://place-emploi-public.gouv.fr/offre-emploi/responsable-du-service-des-ressources-humaines-reference-2021-528548|18942|Responsable des Ressources Humaines -RRH-|"Sous l’autorité hiérarchique du Secrétaire Général, la ou le responsable du SRH gère une équipe de 8 personnes. \nA ce titre, elle ou il :\n- organise, pilote et contrôle l’activité du service; - organise la veille juridique et l’actualisation des connaissances.\n \nElle ou il assure :\n- des actions d’accompagnement du changement; - la gestion administrative et la paye du personnel rémunéré par l’établissement (160 fonctionnaires, CDI et OPA, 70 CDD);\n- la gestion RH de proximité des élèves fonctionnaires;\n- le suivi des dossiers administratifs et la rémunération des enseignants vacataires;\n- la communication interne sur les sujets RH.\nLa ou le responsable du SRH met en place des outils d’aide au pilotage de la masse salariale et des effectifs et en assure le suivi; organise les recrutements.\nLa ou le responsable du SRH participe au dialogue social.\nElle ou il coordonne la procédure de mise en œuvre du télétravail (référent télétravail)\nElle ou il développe des relations en interne avec les services et personnels de l’école, les élèves fonctionnaires, en externe avec les services du Ministère, les établissements publics (UGE, CEREMA, UdL, ….), le SGAR AuRA, …"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
531584|https://place-emploi-public.gouv.fr/offre-emploi/responsable-115-hf-reference-2021-540781|18753|Responsable de la relation clientèle|Sous l’autorité hiérarchique de la directrice du SIAO Paris et en binôme avec un co-responsable, vous managez et pilotez l’activité du 115 de Paris composée de 9 coordinateurs (cadres) et 44 écoutants sociaux. Vous êtes en charge du développement du service et vous assurez de la mise en œuvre du projet de service du SIAO, décliné sur le volet du 115. Vous rendez compte de votre activité au travers d’outils et d’indicateurs de suivi.\nPlus spécifiquement, vous êtes en charge de la réalisation des activités suivantes : \n\n 1. Management et encadrement des équipes du 115\n - Manager une équipe de coordinateurs jour et nuit du 115 : recrutement, intégration, plannings, etc.\n - Maintenir et développer les compétences techniques de l’équipe (connaissance des dispositifs, SI115, formation…)\n - Piloter l’activité du 115 : contribuer au développement d’outils de pilotage managériale et d’activité, suivre l’activité en lien avec l’observation sociale\n - Être l’interlocuteur direct des équipes et relais du pôle ressources.\n\n 2. Développement du service et des partenaires\n - Construire, entretenir et développer un réseau de partenaires extérieurs\n - Piloter les projets de développement du 115 en articulation avec les autres pôles du SIAO, accompagner les équipes au changement\n - Contribuer à l’évolution des outils d’accès au 115.\n\n 3. Contribuer à la mise en œuvre du projet de service du SIAO sur des projets transversaux (process, outil, systèmes d’information, etc.).\n\n 4. Suivi et indicateurs \n - Assurer la remontée des indicateurs d’activités à la direction et aux tutelles\n - Réaliser les bilans d’activité trimestriels.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
531613|https://place-emploi-public.gouv.fr/offre-emploi/responsable-115-hf-reference-2021-540781|18753|Responsable de la relation clientèle|Sous l’autorité hiérarchique de la directrice du SIAO Paris et en binôme avec un co-responsable, vous managez et pilotez l’activité du 115 de Paris composée de 9 coordinateurs (cadres) et 44 écoutants sociaux. Vous êtes en charge du développement du service et vous assurez de la mise en œuvre du projet de service du SIAO, décliné sur le volet du 115. Vous rendez compte de votre activité au travers d’outils et d’indicateurs de suivi.\nPlus spécifiquement, vous êtes en charge de la réalisation des activités suivantes : \n\n 1. Management et encadrement des équipes du 115\n - Manager une équipe de coordinateurs jour et nuit du 115 : recrutement, intégration, plannings, etc.\n - Maintenir et développer les compétences techniques de l’équipe (connaissance des dispositifs, SI115, formation…)\n - Piloter l’activité du 115 : contribuer au développement d’outils de pilotage managériale et d’activité, suivre l’activité en lien avec l’observation sociale\n - Être l’interlocuteur direct des équipes et relais du pôle ressources.\n\n 2. Développement du service et des partenaires\n - Construire, entretenir et développer un réseau de partenaires extérieurs\n - Piloter les projets de développement du 115 en articulation avec les autres pôles du SIAO, accompagner les équipes au changement\n - Contribuer à l’évolution des outils d’accès au 115.\n\n 3. Contribuer à la mise en œuvre du projet de service du SIAO sur des projets transversaux (process, outil, systèmes d’information, etc.).\n\n 4. Suivi et indicateurs \n - Assurer la remontée des indicateurs d’activités à la direction et aux tutelles\n - Réaliser les bilans d’activité trimestriels.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
532146|https://place-emploi-public.gouv.fr/offre-emploi/chargee-des-infrastructures-techniques-reference-2021-529929|11130|Architecte technique informatique|Sous l’autorité du responsable technique de l’agence :\n- Produire et assurer la qualité des infrastructures techniques, en termes de conception, développement, maintenance et exploitation des systèmes d’informations et applications de l’agence\n- Produire et assurer la qualité de l’hébergement, de la collecte et de la distribution des données liées aux systèmes d’information et de commandement des services d’incendie et de secours et de la sécurité civile\n\n\nAu titre de la conception et du déploiement des infrastructures :\n- Recenser et répondre aux besoins propres de l’agence et de ses partenaires, relativement aux services d’infrastructure (y compris Cloud) en s’appuyant sur ses fournisseurs, tels que la Direction des Systèmes d’Informations et de Communication (DSIC) du Ministère de l’Intérieur\n- Fournir aux équipes (internes et externes) de l’agence les pré-requis, les instructions et les environnements nécessaires aux développements, aux tests, à l’intégration et à la mise en production des systèmes d'informations et applications de l'agence\n- Installer les infrastructures matérielles et logicielles nécessaires et mettre en place des tests techniques, conjointement avec les équipes de développement de l’agence, les équipes d’exploitation (du Cloud en particulier) et les utilisateurs testeurs\n- Mettre en place les solutions d’hébergement et d’administration adaptées au déploiement industriel des solutions de l’agence et assurer une adaptation continue en fonction de l’activité tout en maintenant un coût global de fonctionnement optimisé\n\n\nAu titre de la qualité de service et de sécurisation des infrastructures :\n- Mettre en œuvre et assurer l’engagement de qualité de service (QoS) de l’infrastructure supportant les solutions de l’agence envers les bénéficiaires (concepteurs, développeurs, testeurs, utilisateurs...)\n- Mettre en œuvre et assurer la sécurisation des infrastructures supportant les services de l’agence selon les bonnes pratiques en vigueur (plan de secours technique, plan de continuité et de reprise d’activité, solutions de résilience et de haute performance avec des infrastructures redondées,…)\n- Mettre en œuvre et assurer le support des infrastructures hébergeant les systèmes et applications, dès leur utilisation au sein de l’agence et par ses partenaires\n- Prendre en charge la résolution des incidents et l’amélioration continue des infrastructures\n- Produire et assurer le suivi quotidien de tableau de bord avec indicateurs de qualité de l’exploitation et du bon fonctionnement des infrastructures utilisées par l’agence et ses partenaires\n\n\nAutres activités :\n- Produire et assurer le suivi des prestations d’infrastructures associées aux conventions de services techniques signées avec les partenaires de l’agence, notamment auprès de la DSIC\n- Rédiger la documentation nécessaire à la pérennité des infrastructures, à l'usage par les équipes de l’agence et ses partenaires, notamment les équipes en charge de l'expl|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
532212|https://place-emploi-public.gouv.fr/offre-emploi/chargee-des-infrastructures-techniques-reference-2021-529929|11130|Architecte technique informatique|Sous l’autorité du responsable technique de l’agence :\n- Produire et assurer la qualité des infrastructures techniques, en termes de conception, développement, maintenance et exploitation des systèmes d’informations et applications de l’agence\n- Produire et assurer la qualité de l’hébergement, de la collecte et de la distribution des données liées aux systèmes d’information et de commandement des services d’incendie et de secours et de la sécurité civile\n\n\nAu titre de la conception et du déploiement des infrastructures :\n- Recenser et répondre aux besoins propres de l’agence et de ses partenaires, relativement aux services d’infrastructure (y compris Cloud) en s’appuyant sur ses fournisseurs, tels que la Direction des Systèmes d’Informations et de Communication (DSIC) du Ministère de l’Intérieur\n- Fournir aux équipes (internes et externes) de l’agence les pré-requis, les instructions et les environnements nécessaires aux développements, aux tests, à l’intégration et à la mise en production des systèmes d'informations et applications de l'agence\n- Installer les infrastructures matérielles et logicielles nécessaires et mettre en place des tests techniques, conjointement avec les équipes de développement de l’agence, les équipes d’exploitation (du Cloud en particulier) et les utilisateurs testeurs\n- Mettre en place les solutions d’hébergement et d’administration adaptées au déploiement industriel des solutions de l’agence et assurer une adaptation continue en fonction de l’activité tout en maintenant un coût global de fonctionnement optimisé\n\n\nAu titre de la qualité de service et de sécurisation des infrastructures :\n- Mettre en œuvre et assurer l’engagement de qualité de service (QoS) de l’infrastructure supportant les solutions de l’agence envers les bénéficiaires (concepteurs, développeurs, testeurs, utilisateurs...)\n- Mettre en œuvre et assurer la sécurisation des infrastructures supportant les services de l’agence selon les bonnes pratiques en vigueur (plan de secours technique, plan de continuité et de reprise d’activité, solutions de résilience et de haute performance avec des infrastructures redondées,…)\n- Mettre en œuvre et assurer le support des infrastructures hébergeant les systèmes et applications, dès leur utilisation au sein de l’agence et par ses partenaires\n- Prendre en charge la résolution des incidents et l’amélioration continue des infrastructures\n- Produire et assurer le suivi quotidien de tableau de bord avec indicateurs de qualité de l’exploitation et du bon fonctionnement des infrastructures utilisées par l’agence et ses partenaires\n\n\nAutres activités :\n- Produire et assurer le suivi des prestations d’infrastructures associées aux conventions de services techniques signées avec les partenaires de l’agence, notamment auprès de la DSIC\n- Rédiger la documentation nécessaire à la pérennité des infrastructures, à l'usage par les équipes de l’agence et ses partenaires, notamment les équipes en charge de l'expl|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
532274|https://place-emploi-public.gouv.fr/offre-emploi/chargee-de-l-ordonnancement-et-du-pilotage-des-activites-de-deploiement-reference-2021-529933|10241|Acheteur / Acheteuse|Sous l’autorité du responsable du pôle de l’offre de service et des partenariats de l’agence, le(a) titulaire du poste aura à :\n- Suivre la gestion administrative et l'exécution du marché d'assistance au déploiement et de la part du marché d’assistance au pilotage consacrée à ces opérations : commandes, contrôle, indicateurs qualités, service fait...\n- Réaliser en lien avec le chargé du déploiement la préparation des commandes nécessaires aux activités de déploiement, en proposant un ordonnancement des travaux selon les contraintes des sites\n- Préparer, renseigner, et mettre à jour les tableaux de bord nécessaires au suivi des déploiements, en lien avec l’appui des prestataires des marchés d’assistance\n-Assurer le suivi de l’avancement fonctionnel et budgétaire des activités de déploiement engagées au titre des marchés publics d’assistance et des conventions de prestations de services existantes avec les SIS et la DNUM\n- Contribuer à la gestion des plannings des ressources humaines, de l’organisation logistique, de la coordination avec les SIS, en lien avec le responsable déploiement\n- Participer au suivi administratif des SIS : convention de partenariat, mise à jour de la gestion de la relation client, suivi de dossiers en général, en collaboration étroite avec le pôle administratif\n- Collaborer à la définition des travaux de déploiement communs et spécifiques à chaque site, ainsi qu’à la formalisation de l’offre de service NexSIS 18-112 et à son évolution\n- Veiller à la consolidation des informations et formuler des propositions d'adaptation sur l'ensemble de ces sujets\n- Participer aux activités liées au développement des compétences des intervenants, telles que l’organisation des points d'échanges intervenants/pôles de l'agence, montée à bord des nouveaux intervenants, université d'été…|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
532333|https://place-emploi-public.gouv.fr/offre-emploi/-agent-administration-personnel-hf-reference-2021-542454|15334|Gestionnaire de l'administration du personnel|Sous l’autorité du responsable contrôle interne de la division administration du personnel de Balard, l’agent met en œuvre le dispositif de contrôle interne au sein du bureau personnel militaire, dans les domaines de la solde, de l’admi-nistration du personnel et des pensions.\nIl est le référent des systèmes d’informations ressources humaines déployés au sein de la Division Administration du Personnel de Balard.\nA ce titre il est en charge de la gestion de l’ouverture, de l’attribution et de la fermeture des différents comptes d’utilisateurs.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
533114|https://place-emploi-public.gouv.fr/offre-emploi/directeur-adjoint-hf-hf-reference-2021-544682|11813|Chargé / Chargée de médiation de santé publique|"Sous l’autorité du directeur, le / la directeur–rice adjoint-e, intervient sur l’ensemble du champ d’intervention de la direction et participe notamment à : \n \n§  Piloter et manager la direction,\n§  Réguler l’offre de santé médico-sociale\n§  Définir et structurer les actions dans le cadre du projet régional de santé ;\n§  Veiller à l’articulation de l’offre sanitaire et médico-sociale dans une collaboration étroite avec la direction de l’offre de soins ;\n§  Participe à l’animation territoriale et la coordination avec les conseils départementaux,\n§  S’attache à renforcer les coordinations interinstitutionnelles dans un objectif de convergence des politiques publiques.\n§  Ouvre à la performance du secteur médico-social\n§  Contribue au dynamisme de la démocratie sanitaire par l’instauration d’un dialogue régulier et construit avec les membres de la commission spécialisée médico-sociale"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
533892|https://place-emploi-public.gouv.fr/offre-emploi/chef-fe-adjoint-du-departement-expertises-contenus-et-influence-reference-2021-538979|18725|Responsable de la communication|Sous l’autorité du chef du département, et en co responsablité avec les adjoints, le titulaire du poste :\n- analyse, conseille et valide les projets avec les Chargés d’Affaires dans les 7 secteurs d’activités couvrant les deux ministères\n- propose et met en oeuvre des stratégies de contenus et d’influence, en lien avec le département d’appui stratégique\n- coordonne le travail des équipes d’experts par groupe projet\n- coordonne et planifie les réponses aux demandes des cabinets ministériels\n- est garant de la production de prestations, dans les domaines de l’image, de l’édition, de la presse, de l’événementiel, du numérique, des campagnes, des événements, de la communication interne\n- co-Pilote les prestataires externes\n- organise une évaluation régulière des actions\nmanage les équipes (entretiens, recrutement)\n- conduit les projets dans le respect du budget et des marchés publics\n- met en place des instance d’animation du département|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
534635|https://place-emploi-public.gouv.fr/offre-emploi/chef-de-section-des-marches-informatiques-hf-reference-2021-543534|12121|Chef de département achats|Sous l’autorité du chef du bureau, la/le titulaire du poste contribue à l’élaboration d’actes d’achats dans des domaines sensibles et/ou complexes.\nEn relation notamment avec les services prescripteurs, elle/il veille à la répartition du travail au sein de sa section tout en vérifiant l’avancement des affaires confiées à sa section (engagement des moyens et des procédures adaptées à l’acquisition des produits ou services nécessaires) tout en assurant un contrôle sur la qualité des actes.\nElle/Il pourra se voir confier par sa hiérarchie toutes missions ou études en lien avec les activités du bureau ou du service.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
534704|https://place-emploi-public.gouv.fr/offre-emploi/charge-de-relation-employeurs-publics-fh-hf-reference-2021-544674|18942|Responsable des Ressources Humaines -RRH-|Sous l’autorité du chef de section Relation Employeurs et Entrepreneuriat, le chargé de relation « employeurs publics » inscrit son action dans le cadre de la stratégie de partenariats et de prospection des recruteurs publics de Défense mobilité. Il pilote la mise en oeuvre des conventions de partenariats signées entre Défense mobilité et les employeurs du secteur public au sein des Pôles et Antennes. Il participe à la mise en oeuvre de\nla stratégie de prospection définie par le bureau stratégie et au pilotage de l’activité « relation employeurs » sur le volet gestion des offres d’emploi et mise en relation des candidats avec les recruteurs publics. Il co-anime avec le\nchef de section un réseau de plus de 60 acteurs de la relation employeurs déployés au sein du réseau Défense Mobilité.\n\nActivités attachées au poste\nPrincipales \nContribuer à animer le réseau des CPRE de Défense Mobilité et assurer sa montée en compétence dans le domaine de la prospection notamment dans la FPT\nAssurer le rôle de "personne ressource" au profit du réseau de CPRE pour toute question relevant de la FP et particulièrement de la territoriale\nCoordonner les actions développées en direction de recruteurs publics localement par les antennes\nVeiller au déploiement local et à l’animation au sein des pôles et antennes des conventions\nnationales entre DM et les grands employeurs publics\nOptimiser la relation employeur concernant en particulier les populations spécifiques (militaires blessés et conjoints) en lien avec les référents\nAnnexes\nAssurer un reporting quantitatif et qualitatif des conventions.\nEn appui des pôles et des antennes, conduire des actions locales\net ciblées pour optimiser le recrutement des ayants-droit de DM\nau sein du MINARM\nParticiper à la formation initiale des Chargés de Prospection et\nRelation employeurs\nRédiger au profit du réseau DM des fiches ou brèves\nd’information relatives aux partenaires du secteur public\n|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
534762|https://place-emploi-public.gouv.fr/offre-emploi/charge-de-relation-employeurs-publics-fh-hf-reference-2021-544674|18942|Responsable des Ressources Humaines -RRH-|Sous l’autorité du chef de section Relation Employeurs et Entrepreneuriat, le chargé de relation « employeurs publics » inscrit son action dans le cadre de la stratégie de partenariats et de prospection des recruteurs publics de Défense mobilité. Il pilote la mise en oeuvre des conventions de partenariats signées entre Défense mobilité et les employeurs du secteur public au sein des Pôles et Antennes. Il participe à la mise en oeuvre de\nla stratégie de prospection définie par le bureau stratégie et au pilotage de l’activité « relation employeurs » sur le volet gestion des offres d’emploi et mise en relation des candidats avec les recruteurs publics. Il co-anime avec le\nchef de section un réseau de plus de 60 acteurs de la relation employeurs déployés au sein du réseau Défense Mobilité.\n\nActivités attachées au poste\nPrincipales \nContribuer à animer le réseau des CPRE de Défense Mobilité et assurer sa montée en compétence dans le domaine de la prospection notamment dans la FPT\nAssurer le rôle de "personne ressource" au profit du réseau de CPRE pour toute question relevant de la FP et particulièrement de la territoriale\nCoordonner les actions développées en direction de recruteurs publics localement par les antennes\nVeiller au déploiement local et à l’animation au sein des pôles et antennes des conventions\nnationales entre DM et les grands employeurs publics\nOptimiser la relation employeur concernant en particulier les populations spécifiques (militaires blessés et conjoints) en lien avec les référents\nAnnexes\nAssurer un reporting quantitatif et qualitatif des conventions.\nEn appui des pôles et des antennes, conduire des actions locales\net ciblées pour optimiser le recrutement des ayants-droit de DM\nau sein du MINARM\nParticiper à la formation initiale des Chargés de Prospection et\nRelation employeurs\nRédiger au profit du réseau DM des fiches ou brèves\nd’information relatives aux partenaires du secteur public\n|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
534814|https://place-emploi-public.gouv.fr/offre-emploi/agent-de-secretariat-cmi-hf-reference-2021-530677|15334|Gestionnaire de l'administration du personnel|Sous l’autorité du chef de la cellule centrale de management de l’information, l’agent agit au profit de l’ensemble du PEM et en particulier du commandement, des chefs de groupement de service et des chefs de service de l’ensemble du PEM en respectant les tâches associées au management de l’information.\nIl participe à l’organisation de la gestion des archives et à leur versement vers le SHD.\nLes missions principales sont les suivantes :\n- Réceptionner et enregistrer l’ensemble des documents d’autorités adressés au PEM.\n- Adresser aux unités extérieures les courriers émanant du PEM qui relèvent de la CMI.\n- Participer au contrôle de forme, à la mise à la signature, à la diffusion et à la publication, à la gestion d’échéances, au versement des archives.\nLes missions annexes sont les suivantes :\n- Etablir les commandes et réceptionner les fournitures de\nbureau.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
535594|https://place-emploi-public.gouv.fr/offre-emploi/adjointe-chef-du-bureau-des-affaires-juridiques-du-sgami-ouest-hf-reference-MINT_BA035SGA-19186|18864|Responsable de service juridique|Sous l’autorité du chef de bureau qu’il assiste dans toutes les fonctions concourant à l’organisation et au fonctionnement du bureau des affaires juridiques, l’adjoint(e) participe aux missions suivantes :\n\n\nEncadrement direct d’une équipe de 16 agents :\n- Superviser la répartition entre les gestionnaires des dossiers en matière d’accidents et de protection fonctionnelle =  25%.\n- Contrôler le travail des gestionnaires contentieux dans l’objectif de renforcer la sécurité juridique des décisions prises par la préfète déléguée pour la défense et à la sécurité. A ce titre, le chef de bureau et son adjoint(e) assurent plus particulièrement le suivi des dossiers sensibles = 30 %.\n- Concevoir et mettre en œuvre les indicateurs nécessaires pour mesurer l’activité du service et optimiser l’allocation des moyens = 2 %.\n- Relayer auprès de l’équipe les informations juridiques et de nature transversale sur l’activité du SGAMI = 3 %.\nDévelopper et animer les réseaux juridiques avec les autres bureaux du contentieux et les services d’administration centrale afin d’enrichir la veille juridique et de diffuser les orientations ministérielles dans les domaines de compétence du bureau =  5%.\nConstruire la maquette budgétaire du bureau – relative aux crédits contentieux de la police et de la gendarmerie - à l’appui des éléments statistiques et financiers recueillis par la cellule « budget et comptabilité » et analyser les évolutions des dépenses =  5%. \nProduire les rapports d’activité annuels et toute autre analyse sur les domaines de compétence du bureau pour apporter les éclairages nécessaires aux décisions des autorités hiérarchiques =  5%.\nSuivre la démarche qualité et le contrôle interne financier dans le cadre du programme d'action prioritaire du ministère de l'intérieur en élaborant les outils internes au bureau permettant de mettre en œuvre des pratiques d’auto-contrôle et de contrôle mutuel par les agents = 5%.\nVeiller au développement des compétences des agents par l’acquisition et l’utilisation de la documentation et des outils informatiques appropriés, l’identification des formations juridiques nécessaires et le contrôle du bon déroulement des démarches tutorielles entre les agents = 5 %.\nSuppléance du chef de bureau =  15%\n|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
536382|https://place-emploi-public.gouv.fr/offre-emploi/referent-territorial--personnes-en-situation-de-handicap-dd18-hf-reference-ARS_2021-657|11813|Chargé / Chargée de médiation de santé publique|Sous l’autorité de la Responsable de Département Parcours : Prévention, Sanitaire, Médico-social, vous serez chargé(e) de mettre en œuvre les politiques publiques de santé en faveur des personnes en situation de handicap sur l’ensemble du territoire..\n Dans le cadre de vos activités régaliennes, vous assurerez le suivi des établissements médico-sociaux oeuvrant dans le champ du handicap, et serez amené(e) à effectuer des visites de conformité et inspections des établissements en lien avec un inspecteur habilité.\nVous aurez pour rôle :\nd’apporter des conseils et expertises aux établissements dont vous aurez la charge dans le respect de la règlementation, des règles éthiques et déontologiques du domaine d’activité, \nde négocier et assurer le suivi des Contrats pluriannuels d’objectifs et de moyens (CPOM) auprès des ESMS, \nde gérer l’instruction des plaintes et réclamations avec l’appui de l’Assistante du département Parcours.\n\nDans le cadre de vos activités relatives à l’animation territoriale, vous accompagnerez les acteurs impliqués dans le parcours de la personne en situation de handicap, concernant notamment les disposifs d’accompagnements médico-éducatifs (DAME), les équipes mobiles handicap, la Réponse accompagnée pour tous (…).\n Par ailleurs, en transversalité avec les autres référents territoriaux, et la responsable de Département Santé Environnementale et Déterminants de Santé, vous serez chargé(e) de mener diverses actions au titre de l’animation territoriale, comme la mise en œuvre et le suivi des contrats locaux de santé.\n Vous participez à la cellule départementale d’appui (CDA) durant les exercices et les crises sanitaires.\n Vos missions sont diversifiées et portent sur des thématiques stratégiques. Leur exercice offre une vision transversale du parcours de soins de la personne en situation de handicap en lien avec les autres thématiques du parcours. Vous êtes un véritable appui pour l’ensemble de la délégation sur le champ du handicap grâce à votre maitrise de connaissances techniques sur les sujets concernés et votre polyvalence.\n|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
536513|https://place-emploi-public.gouv.fr/offre-emploi/chef-du-service-de-la-communication-et-des-relations-exterieures--reference-2021-531506|18725|Responsable de la communication|Sous l’autorité de la directrice de la PJJ, le service de la communication et des relations extérieures est chargé de définir et mettre en œuvre la stratégie de communication interne et externe de la direction de la protection judiciaire de la jeunesse. Membre du comité de direction, le chef de service élabore, propose et décline les orientations stratégiques de la communication de la PJJ, en lien avec la délégation à la communication du ministère et le porte-parolat. Il anime l’équipe de communication, met en œuvre des outils de pilotage de l’activité et du budget du service, en constante transversalité avec les services et sous-directions de l’administration centrale. Il assure auprès des services déconcentrés une fonction de conseil et de coordination. \n\nLe chef de service propose, met en œuvre et évalue la stratégie de communication nationale, les plans de communication nationaux annuels, et les projets de communication interne et externe. Il supervise en particulier la ligne éditoriale, les campagnes de recrutement, la production graphique, les propositions de publication pour les réseaux sociaux et le site web du ministère, les relations et la veille presse, le site intranet, l’organisation d’événements nationaux, ou la promotion des manifestations nationales de la PJJ. Il veille avec son équipe au respect du droit à l’image des mineurs, des professionnels, dans les produits de \ncommunication, les relations avec la presse et sur les réseaux sociaux. Il propose et présente le bilan annuel de la communication de la PJJ. \n\nIl assure une veille en continu et réactive des médias et des réseaux sociaux et propose des analyses le cas échéant. Il apporte à la direction de la PJJ une aide à la décision en matière de communication. Le chef du service de la communication et des relations extérieures assure le management d’une équipe de 4 cadres A dont un adjoint, et la gestion d’un budget communication dédié, en s’inscrivant dans le cadre des marchés de communication ministériels ou interministériels. Il assure également l’animation fonctionnelle du réseau des chargés de communication dans les directions interrégionales et à l’école nationale de protection judiciaire de la jeunesse : travaux collectifs, formation, partage de pratiques, impulsion des orientations nationales, retours de terrain, évaluation, identification de problématiques et de solutions. \n\nLe chef du service de la communication et des relations extérieures de la PJJ est amené à se déplacer régulièrement sur l’ensemble du territoire national.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
537298|https://place-emploi-public.gouv.fr/offre-emploi/attadm-chargee-des-achats-et-des-marches-publics--cnap-hf-reference-2021-544735|10241|Acheteur / Acheteuse|Sous l’autorité de la cheffe du Service de l’administration générale, le.la responsable des achats publics aura pour mission principale d’accompagner le Cnap dans la mise en œuvre de ses marchés publics et de contribuer à l’amélioration de la pertinence de ses modalités d’achat.\nDans ce cadre, il.elle travaille à la passation des marchés et à leur bon déroulement dans le respect de la réglementation. Il.elle met en œuvre les processus d’achats et de mise en concurrence et apporte un appui aux services en matière d’exécution des marchés.\n\nIl elle réalise en amont les études de marché (sourcing, benchmark, bonnes pratiques). Dans un contexte de transformation, il.elle joue un rôle stratégique de définition et d’optimisation des besoins de l’établissement.\n\nMissions et activités principales :\nAssister les services prescripteurs dans la définition et la formalisation de leurs besoins et dans les choix à opérer sur les modalités de passation et les clauses d’exécution\nParticiper aux montages contractuels de la procédure \nPlanifier le déroulement de la procédure, de la publication à l'attribution du marché\nRédiger les pièces administratives des marchés (RC, CCAP, AE…)\nAssurer la publicité des marchés publics et veiller au respect des délais\nPréparer les instances d’attribution\nAccompagner les services dans l’analyse des offres\nParticiper, le cas échéant, aux négociations des offres\nIdentifier les risques et suivre les éventuels précontentieux\nTraiter les actes liés à l’exécution des marchés (avenant, sous-traitance, etc) et assurer le suivi d’exécution\nCréer et assurer la mise à jour de tableaux de bord liés au suivi des marchés\nContribuer à l’élaboration de la politique d’achats de l’établissement, à sa diffusion et à sa mise en œuvre \nAssurer la veille juridique en matière de commande publique|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
